"Timestamp","TZ","Calculation_8","Reference_9"
2025/05/05 00:00:07.510,n,6.011833,6.011833
2025/05/05 00:30:07.497,n,5.846566,5.846566
2025/05/05 01:00:07.502,n,5.941949,5.941949
2025/05/05 01:30:08.562,n,4.994195,4.994195
2025/05/05 02:00:08.153,n,3.8148,3.8148
2025/05/05 02:30:07.490,n,3.270355,3.270355
2025/05/05 03:00:07.498,n,2.616055,2.616055
2025/05/05 03:30:07.479,n,2.129574,2.129574
2025/05/05 04:00:07.490,n,1.551856,1.551856
2025/05/05 04:30:07.498,n,1.682766,1.682766
2025/05/05 05:00:07.498,n,1.889247,1.889247
2025/05/05 05:30:07.492,n,3.46384,3.46384
2025/05/05 06:00:07.768,n,5.330537,5.330537
2025/05/05 06:30:07.489,n,6.545795,6.545795
2025/05/05 07:00:07.493,n,7.690351,7.690351
2025/05/05 07:30:07.576,n,8.857434,8.857434
2025/05/05 08:00:07.495,n,9.636036,9.636036
2025/05/05 08:30:07.491,n,10.154424,10.154424
2025/05/05 09:00:07.497,n,10.9173,10.9173
2025/05/05 09:30:07.505,n,11.821904,11.821904
2025/05/05 10:00:07.509,n,12.763346,12.763346
2025/05/05 10:30:07.561,n,12.849668,12.849668
2025/05/05 11:00:07.496,n,14.34848,14.34848
2025/05/05 11:30:07.516,n,14.499044,14.499044
2025/05/05 12:00:07.563,n,14.766664,14.766664
2025/05/05 12:30:07.507,n,14.76896,14.76896
2025/05/05 13:00:07.512,n,14.822288,14.822288
2025/05/05 13:30:07.530,n,16.022688,16.022688
2025/05/05 14:00:07.770,n,14.534448,14.534448
2025/05/05 14:30:07.718,n,14.818248,14.818248
2025/05/05 15:00:07.526,n,14.779992,14.779992
2025/05/05 15:30:07.508,n,14.705484,14.705484
2025/05/05 16:00:07.500,n,14.84412,14.84412
2025/05/05 16:30:07.504,n,14.364608,14.364608
2025/05/05 17:00:07.505,n,13.432376,13.432376
2025/05/05 17:30:07.500,n,13.416008,13.416008
2025/05/05 18:00:07.748,n,11.962804,11.962804
2025/05/05 18:30:07.494,n,11.22799,11.22799
2025/05/05 19:00:08.182,n,9.744586,9.744586
2025/05/05 19:30:08.198,n,8.185555,8.185555
2025/05/05 20:00:08.170,n,6.679835,6.679835
2025/05/05 20:30:07.498,n,5.293278,5.293278
2025/05/05 21:00:08.187,n,3.944772,3.944772
2025/05/05 21:30:07.755,n,2.965794,2.965794
2025/05/05 22:00:08.467,n,2.209983,2.209983
2025/05/05 22:30:08.199,n,1.708478,1.708478
2025/05/05 23:00:07.497,n,0.235704,0.235704
2025/05/05 23:30:07.812,n,0.213239,0.213239
