"Timestamp","TZ","Calculation_8","Reference_9"
2025/07/23 00:00:07.501,n,14.699424,14.699424
2025/07/23 00:30:07.711,n,14.616494,14.616494
2025/07/23 01:00:07.475,n,14.748952,14.748952
2025/07/23 01:30:07.475,n,14.892268,14.892268
2025/07/23 02:00:07.475,n,14.869458,14.869458
2025/07/23 02:30:07.471,n,15.181916,15.181916
2025/07/23 03:00:07.481,n,15.362614,15.362614
2025/07/23 03:30:07.494,n,15.22689,15.22689
2025/07/23 04:00:07.476,n,14.966258,14.966258
2025/07/23 04:30:07.479,n,14.985876,14.985876
2025/07/23 05:00:07.477,n,15.085156,15.085156
2025/07/23 05:30:07.470,n,15.472334,15.472334
2025/07/23 06:00:07.492,n,15.883286,15.883286
2025/07/23 06:30:07.474,n,16.278916,16.278916
2025/07/23 07:00:07.523,n,16.687124,16.687124
2025/07/23 07:30:07.471,n,17.10171,17.10171
2025/07/23 08:00:07.482,n,17.296808,17.296808
2025/07/23 08:30:07.477,n,17.644704,17.644704
2025/07/23 09:00:07.520,n,18.636734,18.636734
2025/07/23 09:30:07.497,n,18.612332,18.612332
2025/07/23 10:00:07.474,n,18.45673,18.45673
2025/07/23 10:30:07.708,n,18.58741,18.58741
2025/07/23 11:00:07.826,n,18.916512,18.916512
2025/07/23 11:30:07.502,n,18.645706,18.645706
2025/07/23 12:00:07.496,n,18.600688,18.600688
2025/07/23 13:30:07.506,n,18.276474,18.276474
2025/07/23 14:00:07.488,n,18.598924,18.598924
2025/07/23 13:30:07.494,n,18.248782,18.248782
2025/07/23 14:00:07.493,n,18.30397,18.30397
2025/07/23 14:30:07.635,n,18.866566,18.866566
2025/07/23 15:00:07.558,n,18.368786,18.368786
2025/07/23 15:30:07.471,n,18.366632,18.366632
2025/07/23 16:00:07.482,n,19.09837,19.09837
2025/07/23 16:30:07.464,n,18.77698,18.77698
2025/07/23 17:00:08.379,n,18.089148,18.089148
2025/07/23 17:30:07.470,n,17.61356,17.61356
2025/07/23 18:00:07.639,n,17.445608,17.445608
2025/07/23 18:30:07.485,n,17.25275,17.25275
2025/07/23 19:00:07.481,n,16.93874,16.93874
2025/07/23 19:30:07.480,n,16.888656,16.888656
2025/07/23 20:00:07.476,n,16.68067,16.68067
2025/07/23 20:30:07.695,n,16.57458,16.57458
2025/07/23 21:00:07.734,n,16.628896,16.628896
2025/07/23 21:30:07.490,n,16.646178,16.646178
2025/07/23 22:00:07.477,n,16.63323,16.63323
2025/07/23 22:30:07.528,n,16.736066,16.736066
2025/07/23 23:00:07.554,n,16.900526,16.900526
2025/07/23 23:30:07.724,n,16.933068,16.933068
