"Timestamp","TZ","Calculation_8","Reference_9"
2025/10/11 00:00:07.489,n,12.462566,12.462566
2025/10/11 00:30:07.464,n,12.550346,12.550346
2025/10/11 01:00:07.594,n,12.720342,12.720342
2025/10/11 01:30:07.699,n,12.805652,12.805652
2025/10/11 02:00:07.735,n,12.78155,12.78155
2025/10/11 02:30:07.491,n,12.938206,12.938206
2025/10/11 03:00:07.488,n,12.72127,12.72127
2025/10/11 03:30:07.485,n,12.60833,12.60833
2025/10/11 04:00:07.480,n,12.59737,12.59737
2025/10/11 04:30:07.500,n,12.63575,12.63575
2025/10/11 05:00:07.480,n,12.6336,12.6336
2025/10/11 05:30:07.496,n,12.63137,12.63137
2025/10/11 06:00:07.482,n,12.678542,12.678542
2025/10/11 06:30:07.492,n,12.5502,12.5502
2025/10/11 07:00:07.485,n,12.4965,12.4965
2025/10/11 07:30:07.484,n,12.921774,12.921774
2025/10/11 08:00:07.490,n,13.101298,13.101298
2025/10/11 08:30:07.511,n,13.56785,13.56785
2025/10/11 09:00:07.623,n,14.232896,14.232896
2025/10/11 09:30:07.514,n,14.356398,14.356398
2025/10/11 10:00:07.474,n,14.324124,14.324124
2025/10/11 10:30:07.468,n,14.238126,14.238126
2025/10/11 11:00:07.497,n,14.417686,14.417686
2025/10/11 11:30:07.482,n,14.80795,14.80795
2025/10/11 12:00:07.718,n,14.989216,14.989216
2025/10/11 12:30:07.493,n,14.907306,14.907306
2025/10/11 13:00:07.476,n,14.88668,14.88668
2025/10/11 13:30:07.467,n,15.232494,15.232494
2025/10/11 14:00:07.532,n,14.777514,14.777514
2025/10/11 14:30:07.486,n,14.803566,14.803566
2025/10/11 15:00:07.692,n,14.521478,14.521478
2025/10/11 15:30:07.576,n,14.14172,14.14172
2025/10/11 16:00:08.156,n,13.73713,13.73713
2025/10/11 16:30:07.473,n,13.55588,13.55588
2025/10/11 17:00:07.672,n,13.299104,13.299104
2025/10/11 17:30:07.753,n,12.51218,12.51218
2025/10/11 18:00:07.724,n,12.768998,12.768998
2025/10/11 18:30:07.487,n,13.025328,13.025328
2025/10/11 19:00:07.499,n,13.21357,13.21357
2025/10/11 19:30:07.490,n,13.203618,13.203618
2025/10/11 20:00:07.496,n,13.160902,13.160902
2025/10/11 20:30:07.494,n,13.185054,13.185054
2025/10/11 21:00:07.791,n,13.263812,13.263812
2025/10/11 21:30:07.492,n,13.287866,13.287866
2025/10/11 22:00:07.492,n,13.302084,13.302084
2025/10/11 22:30:07.500,n,13.280146,13.280146
2025/10/11 23:00:07.494,n,13.171878,13.171878
2025/10/11 23:30:07.500,n,12.968282,12.968282
