"Timestamp","TZ","TA_1_2_1","RH_1_2_1","PPFD_1_2_1","PPFD_1_2_1_AV","PPFD_1_2_1_SD","PPFDr_1_2_1","PPFDr_1_2_1_AV","PPFDr_1_2_1_SD","SWin_1_2_1","SWout_1_2_1","LWin_1_2_V","LWout_1_2_V","TA_2_2_1","LWin_1_2_1","LWout_1_2_1","Rn_1_2_1","PPFD_1_1_1","PPFD_1_1_1_AV","PPFD_1_1_1_SD","PPFDd_1_1_1","PPFDd_1_1_1_AV","PPFDd_1_1_1_SD","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","posX","posY","P_2_1_2","1256CV"
2025/08/05 23:46:00.376,n,13.528054,99.95056,0.140101,0.110406,0.060392,0.247648,0.117415,0.106291,-2.818753,-0.542206,-0.242775,-0.025566,13.922382,364.0768,382.80748,-2.493756,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.75,-1.35,0,0
2025/08/05 23:47:00.135,n,13.511598,99.982744,0.48883,0.296699,0.128361,0.459917,0.317892,0.092612,-2.661141,-0.442097,-0.238388,-0.023117,13.918064,364.433,383.00172,-2.434315,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.74,-1.35,0,0
2025/08/05 23:48:00.135,n,13.508328,99.985816,0.48883,0.372841,0.113834,0.493757,0.41813,0.105288,-2.595469,-0.427795,-0.238213,-0.024864,13.896254,364.33116,382.72956,-2.381022,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.73,-1.31,0,0
2025/08/05 23:49:00.136,n,13.490162,99.985816,0.41878,0.4368,0.048063,0.493757,0.49991,0.081538,-2.582334,-0.470699,-0.234703,-0.023987,13.886416,364.58204,382.75472,-2.322351,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.75,-1.34,0,0
2025/08/05 23:50:00.138,n,13.496754,99.988848,0.350252,0.384516,0.076323,0.283026,0.424026,0.083333,-2.595469,-0.513603,-0.236107,-0.02504,13.876608,364.40804,382.60868,-2.292933,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.74,-1.33,0,0
2025/08/05 23:51:00.139,n,13.467164,99.988848,0.313704,0.337816,0.144255,0.283026,0.376599,0.163585,-2.595469,-0.584488,-0.234177,-0.023811,13.86138,364.49336,382.63612,-2.221346,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.75,-1.33,0,0
2025/08/05 23:52:00.134,n,13.462232,99.994992,0.208628,0.314719,0.099069,0.247648,0.317892,0.083724,-2.634872,-0.685219,-0.235931,-0.025223,13.849408,364.27724,382.44648,-2.160362,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.74,-1.32,0,0
2025/08/05 23:53:00.134,n,13.44241,99.953688,0.313704,0.296699,0.090428,0.423001,0.358654,0.060702,-2.634872,-0.698898,-0.235405,-0.024864,13.835186,364.24652,382.40204,-2.146514,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.72,-1.33,0,0
2025/08/05 23:54:00.134,n,13.430936,99.982744,0.245176,0.279694,0.074052,0.210731,0.28841,0.082138,-2.674275,-0.770405,-0.236801,-0.025223,13.831962,364.1086,382.35304,-2.115448,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.73,-1.32,0,0
2025/08/05 23:55:00.134,n,13.424344,99.964432,0.07005,0.169035,0.071323,0.210731,0.240982,0.051978,-2.739947,-0.841911,-0.237862,-0.024696,13.818882,363.94668,382.32964,-2.111201,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.75,-1.32,0,0
2025/08/05 23:56:00.135,n,13.41116,99.979712,0.140101,0.215735,0.051594,0.247648,0.199964,0.082634,-2.674275,-0.784706,-0.235756,-0.023987,13.816698,364.1172,382.381,-2.101338,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.74,-1.33,0,0
2025/08/05 23:57:00.135,n,13.386502,99.962864,0.245176,0.192385,0.082468,0.283026,0.20586,0.087444,-2.661141,-0.799007,-0.23365,-0.023643,13.81336,364.2814,382.39352,-2.07214,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.72,-1.34,0,0
2025/08/05 23:58:00.138,n,13.345288,99.953688,-0.07005,-0.064213,0.173602,0.104597,0.117415,0.149591,-2.621737,-0.698898,-0.236801,-0.02697,13.798146,363.92736,382.01664,-2.13267,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.74,-1.32,0,0
2025/08/05 23:59:00.139,n,13.35022,99.953688,-0.523855,-0.087563,0.228035,0.104597,0.123568,0.083037,-2.634872,-0.656616,-0.235573,-0.024513,13.80142,364.05112,382.25232,-2.189315,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.75,-1.33,0,0
2025/08/06 00:00:07.050,n,13.315652,99.968968,-0.07005,0.029188,0.13183,0.070757,0.094086,0.042765,-2.582334,-0.642315,-0.238213,-0.026619,13.769804,363.6534,381.89592,-2.151613,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.73,-1.35,0,0
2025/08/06 00:01:00.134,n,13.256374,99.941384,0.07005,-0.063959,0.354142,0.035378,0.064347,0.141611,-2.516662,-0.542206,-0.238739,-0.024513,13.751252,363.50844,381.98352,-2.188682,OverRange,OverRange,OverRange,OverRange,OverRange,OverRange,0,0,0,0,0.72,-1.32,0,0
