"Timestamp","TZ","Calculation_8","Reference_9"
2025/03/19 00:00:08.251,n,-2.635856,-2.635856
2025/03/19 00:30:07.494,n,-2.872236,-2.872236
2025/03/19 01:00:07.488,n,-3.711895,-3.711895
2025/03/19 01:30:07.540,n,-4.263483,-4.263483
2025/03/19 02:00:08.355,n,-4.281509,-4.281509
2025/03/19 02:30:07.464,n,-4.471758,-4.471758
2025/03/19 03:00:07.593,n,-5.116579,-5.116579
2025/03/19 03:30:08.149,n,-5.027421,-5.027421
2025/03/19 04:00:07.483,n,-5.326282,-5.326282
2025/03/19 04:30:07.474,n,-4.883241,-4.883241
2025/03/19 05:00:07.461,n,-5.016082,-5.016082
2025/03/19 05:30:07.673,n,-5.355677,-5.355677
2025/03/19 06:00:07.486,n,-5.716938,-5.716938
2025/03/19 06:30:07.495,n,-5.185839,-5.185839
2025/03/19 07:00:07.467,n,-3.47618,-3.47618
2025/03/19 07:30:07.477,n,-1.050917,-1.050917
2025/03/19 08:00:07.542,n,1.827465,1.827465
2025/03/19 08:30:07.473,n,4.56478,4.56478
2025/03/19 09:00:07.485,n,7.314032,7.314032
2025/03/19 09:30:07.499,n,8.957192,8.957192
2025/03/19 10:00:07.494,n,10.089256,10.089256
2025/03/19 10:30:07.492,n,11.099552,11.099552
2025/03/19 11:00:07.481,n,11.859542,11.859542
2025/03/19 11:30:07.484,n,13.021062,13.021062
2025/03/19 12:00:07.505,n,13.768144,13.768144
2025/03/19 12:30:07.481,n,14.250424,14.250424
2025/03/19 13:00:07.512,n,14.890542,14.890542
2025/03/19 13:30:07.491,n,15.026366,15.026366
2025/03/19 14:00:07.482,n,14.884838,14.884838
2025/03/19 14:30:07.556,n,14.896684,14.896684
2025/03/19 15:00:07.506,n,14.28827,14.28827
2025/03/19 15:30:07.479,n,14.167166,14.167166
2025/03/19 16:00:07.866,n,14.140596,14.140596
2025/03/19 16:30:07.480,n,13.704652,13.704652
2025/03/19 17:00:07.465,n,12.997318,12.997318
2025/03/19 17:30:07.489,n,11.93858,11.93858
2025/03/19 18:00:07.475,n,9.97855,9.97855
2025/03/19 18:30:07.500,n,8.044513,8.044513
2025/03/19 19:00:07.495,n,5.711227,5.711227
2025/03/19 19:30:08.167,n,3.46116,3.46116
2025/03/19 20:00:07.480,n,3.0939,3.0939
2025/03/19 20:30:07.479,n,2.150029,2.150029
2025/03/19 21:00:07.484,n,0.467866,0.467866
2025/03/19 21:30:08.160,n,-1.268891,-1.268891
2025/03/19 22:00:08.593,n,-1.942713,-1.942713
2025/03/19 22:30:07.486,n,-2.441474,-2.441474
2025/03/19 23:00:07.485,n,-2.692432,-2.692432
2025/03/19 23:30:07.489,n,-2.789155,-2.789155
