"Timestamp","TZ","Calculation_8","Reference_9"
2025/03/26 00:00:07.677,n,6.552459,6.552459
2025/03/26 00:30:07.750,n,6.699601,6.699601
2025/03/26 01:00:07.492,n,6.848797,6.848797
2025/03/26 01:30:07.626,n,6.772492,6.772492
2025/03/26 02:00:07.843,n,6.616634,6.616634
2025/03/26 02:30:07.496,n,6.403032,6.403032
2025/03/26 03:00:07.484,n,6.305622,6.305622
2025/03/26 03:30:07.734,n,6.113948,6.113948
2025/03/26 04:00:08.469,n,5.892056,5.892056
2025/03/26 04:30:07.657,n,5.73666,5.73666
2025/03/26 05:00:08.365,n,5.561283,5.561283
2025/03/26 05:30:07.500,n,5.463538,5.463538
2025/03/26 06:00:07.484,n,5.417926,5.417926
2025/03/26 06:30:07.496,n,5.56346,5.56346
2025/03/26 07:00:07.505,n,5.860008,5.860008
2025/03/26 07:30:07.503,n,6.160545,6.160545
2025/03/26 08:00:07.694,n,6.426048,6.426048
2025/03/26 08:30:07.704,n,6.539765,6.539765
2025/03/26 09:00:07.501,n,7.040187,7.040187
2025/03/26 09:30:07.498,n,7.32525,7.32525
2025/03/26 10:00:07.513,n,7.32177,7.32177
2025/03/26 10:30:07.488,n,7.498975,7.498975
2025/03/26 11:00:07.512,n,8.007193,8.007193
2025/03/26 11:30:08.200,n,8.272105,8.272105
2025/03/26 12:00:07.713,n,8.627138,8.627138
2025/03/26 12:30:07.482,n,8.898994,8.898994
2025/03/26 13:00:07.499,n,8.271486,8.271486
2025/03/26 13:30:07.532,n,8.950734,8.950734
2025/03/26 14:00:07.483,n,8.795446,8.795446
2025/03/26 14:30:07.728,n,8.667198,8.667198
2025/03/26 15:00:07.844,n,9.479254,9.479254
2025/03/26 15:30:07.484,n,9.636492,9.636492
2025/03/26 16:00:07.697,n,9.486088,9.486088
2025/03/26 16:30:07.541,n,9.080962,9.080962
2025/03/26 17:00:07.505,n,8.890452,8.890452
2025/03/26 17:30:07.716,n,8.229268,8.229268
2025/03/26 18:00:07.812,n,8.284642,8.284642
2025/03/26 18:30:07.484,n,8.308939,8.308939
2025/03/26 19:00:07.488,n,8.333594,8.333594
2025/03/26 19:30:07.498,n,8.288286,8.288286
2025/03/26 20:00:07.515,n,8.17565,8.17565
2025/03/26 20:30:07.506,n,8.0906,8.0906
2025/03/26 21:00:07.507,n,8.041961,8.041961
2025/03/26 21:30:07.706,n,7.746596,7.746596
2025/03/26 22:00:07.499,n,6.220714,6.220714
2025/03/26 22:30:07.514,n,5.086905,5.086905
2025/03/26 23:00:07.495,n,4.921082,4.921082
2025/03/26 23:30:14.124,n,5.294106,5.294106
