"Timestamp","TZ","Calculation_8","Reference_9"
2025/04/28 00:00:07.575,n,1.972217,1.972217
2025/04/28 00:30:08.163,n,1.798521,1.798521
2025/04/28 01:00:07.781,n,1.141297,1.141297
2025/04/28 01:30:07.552,n,0.971195,0.971195
2025/04/28 02:00:08.171,n,0.286309,0.286309
2025/04/28 02:30:07.495,n,0.179647,0.179647
2025/04/28 03:00:08.202,n,0.106599,0.106599
2025/04/28 03:30:08.182,n,-0.388386,-0.388386
2025/04/28 04:00:07.486,n,-0.517174,-0.517174
2025/04/28 04:30:07.508,n,-0.710843,-0.710843
2025/04/28 05:00:07.473,n,-0.287507,-0.287507
2025/04/28 05:30:07.490,n,1.017384,1.017384
2025/04/28 06:00:07.637,n,3.172658,3.172658
2025/04/28 06:30:07.485,n,6.112632,6.112632
2025/04/28 07:00:07.707,n,8.866868,8.866868
2025/04/28 07:30:07.483,n,11.538166,11.538166
2025/04/28 08:00:07.477,n,13.817742,13.817742
2025/04/28 08:30:07.499,n,16.266494,16.266494
2025/04/28 09:00:07.489,n,17.92512,17.92512
2025/04/28 09:30:07.472,n,19.01191,19.01191
2025/04/28 10:00:07.491,n,20.330726,20.330726
2025/04/28 10:30:07.475,n,20.415328,20.415328
2025/04/28 11:00:07.481,n,20.984172,20.984172
2025/04/28 11:30:07.494,n,21.844226,21.844226
2025/04/28 12:00:07.520,n,22.536098,22.536098
2025/04/28 12:30:07.725,n,22.609482,22.609482
2025/04/28 13:00:07.553,n,23.585618,23.585618
2025/04/28 13:30:07.494,n,23.667552,23.667552
2025/04/28 14:00:07.649,n,23.360604,23.360604
2025/04/28 14:30:07.500,n,24.357992,24.357992
2025/04/28 15:00:07.499,n,24.359626,24.359626
2025/04/28 15:30:07.512,n,23.929866,23.929866
2025/04/28 16:00:07.733,n,23.36913,23.36913
2025/04/28 16:30:07.496,n,22.700604,22.700604
2025/04/28 17:00:08.180,n,21.848536,21.848536
2025/04/28 17:30:07.515,n,21.034378,21.034378
2025/04/28 18:00:07.519,n,20.331998,20.331998
2025/04/28 18:30:08.174,n,18.911034,18.911034
2025/04/28 19:00:07.706,n,17.200284,17.200284
2025/04/28 19:30:08.433,n,14.661624,14.661624
2025/04/28 20:00:07.719,n,12.829914,12.829914
2025/04/28 20:30:08.175,n,11.35236,11.35236
2025/04/28 21:00:08.189,n,10.18573,10.18573
2025/04/28 21:30:07.497,n,9.095682,9.095682
2025/04/28 22:00:07.641,n,8.663522,8.663522
2025/04/28 22:30:08.387,n,7.946311,7.946311
2025/04/28 23:00:07.534,n,6.757243,6.757243
2025/04/28 23:30:08.178,n,6.166965,6.166965
