"Timestamp","TZ","Calculation_8","Reference_9"
2025/07/04 00:00:07.480,n,10.76318,10.76318
2025/07/04 00:30:08.178,n,10.200148,10.200148
2025/07/04 01:00:07.507,n,9.568,9.568
2025/07/04 01:30:08.166,n,9.159236,9.159236
2025/07/04 02:00:07.553,n,8.816316,8.816316
2025/07/04 02:30:08.160,n,9.074048,9.074048
2025/07/04 03:00:07.497,n,8.477038,8.477038
2025/07/04 03:30:07.482,n,8.170511,8.170511
2025/07/04 04:00:07.467,n,7.979321,7.979321
2025/07/04 04:30:07.481,n,8.69662,8.69662
2025/07/04 05:00:07.490,n,10.254448,10.254448
2025/07/04 05:30:07.475,n,12.437362,12.437362
2025/07/04 06:00:07.481,n,14.766874,14.766874
2025/07/04 06:30:07.529,n,16.95276,16.95276
2025/07/04 07:00:07.472,n,19.284964,19.284964
2025/07/04 07:30:07.479,n,20.630456,20.630456
2025/07/04 08:00:07.455,n,21.841092,21.841092
2025/07/04 08:30:07.473,n,22.489068,22.489068
2025/07/04 09:00:07.512,n,21.531332,21.531332
2025/07/04 09:30:08.157,n,21.547002,21.547002
2025/07/04 10:00:07.564,n,21.533062,21.533062
2025/07/04 10:30:07.494,n,21.689162,21.689162
2025/07/04 11:00:07.469,n,22.838434,22.838434
2025/07/04 11:30:07.498,n,23.061194,23.061194
2025/07/04 12:00:07.492,n,22.532146,22.532146
2025/07/04 12:30:07.478,n,24.244836,24.244836
2025/07/04 13:00:07.488,n,22.58659,22.58659
2025/07/04 13:30:07.801,n,24.276204,24.276204
2025/07/04 14:00:07.509,n,23.818196,23.818196
2025/07/04 14:30:07.492,n,24.893954,24.893954
2025/07/04 15:00:07.559,n,23.394448,23.394448
2025/07/04 15:30:07.482,n,25.251698,25.251698
2025/07/04 16:00:07.499,n,24.48527,24.48527
2025/07/04 16:30:07.851,n,24.310612,24.310612
2025/07/04 17:00:07.519,n,23.36534,23.36534
2025/07/04 17:30:07.494,n,23.822082,23.822082
2025/07/04 18:00:07.471,n,23.552656,23.552656
2025/07/04 18:30:08.158,n,22.551938,22.551938
2025/07/04 19:00:07.475,n,21.887914,21.887914
2025/07/04 19:30:08.294,n,20.894794,20.894794
2025/07/04 20:00:07.484,n,19.562056,19.562056
2025/07/04 20:30:07.468,n,18.298,18.298
2025/07/04 21:00:07.483,n,16.640958,16.640958
2025/07/04 21:30:07.479,n,15.208704,15.208704
2025/07/04 22:00:07.474,n,14.014188,14.014188
2025/07/04 22:30:07.485,n,13.514478,13.514478
2025/07/04 23:00:07.632,n,12.863852,12.863852
2025/07/04 23:30:08.167,n,12.282816,12.282816
