"Timestamp","TZ","TA_1_2_1","RH_1_2_1","PPFD_1_2_1","PPFD_1_2_1_AV","PPFD_1_2_1_SD","PPFDr_1_2_1","PPFDr_1_2_1_AV","PPFDr_1_2_1_SD","SWin_1_2_1","SWout_1_2_1","LWin_1_2_V","LWout_1_2_V","TA_2_2_1","LWin_1_2_1","LWout_1_2_1","Rn_1_2_1","PPFD_1_1_1","PPFD_1_1_1_AV","PPFD_1_1_1_SD","PPFDd_1_1_1","PPFDd_1_1_1_AV","PPFDd_1_1_1_SD","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","posX","posY","P_2_1_2","1256CV"
2025/06/22 23:46:00.160,n,22.34048,50.144824,-0.595428,-0.654311,0.04309,-0.530674,-0.60143,0.04475,-5.738013,-0.300327,-0.731804,-0.054588,22.361836,369.09224,427.54892,-6.114901,579.96776,584.78368,39.796668,785.43656,772.59496,34.715992,0,0,0,0,0.73,-1.3,0,0
2025/06/22 23:47:00.135,n,22.24165,50.59082,-0.385277,-0.420302,0.066456,-0.353783,-0.383265,0.034783,-5.973861,-0.529148,-0.727554,-0.05809,22.35759,369.43484,427.21292,-6.114177,790.47264,659.64848,110.12992,947.10888,839.66616,89.579576,0,0,0,0,0.75,-1.29,0,0
2025/06/22 23:48:00.136,n,22.18335,50.945556,-0.210151,-0.327156,0.114176,-0.21227,-0.300972,0.106572,-6.301649,-0.800873,-0.720291,-0.060013,22.353344,370.03832,427.01736,-6.161055,774.67384,639.05512,106.13364,934.76024,813.26368,93.222856,0,0,0,0,0.74,-1.27,0,0
2025/06/22 23:49:00.136,n,22.157422,50.871336,-0.420302,-0.321572,0.106465,-0.283026,-0.230215,0.076345,-6.21028,-0.687084,-0.716759,-0.055641,22.339466,370.2628,427.32452,-6.184313,786.93752,628.88208,114.03114,946.44632,807.466,99.402464,0,0,0,0,0.74,-1.27,0,0
2025/06/22 23:50:00.141,n,22.092578,51.082376,-0.420302,-0.35609,0.107195,-0.249186,-0.254313,0.075102,-6.078365,-0.715065,-0.719765,-0.060722,22.325554,369.92136,426.79184,-6.022342,574.06984,586.44848,98.363872,783.36576,771.26824,83.758584,0,0,0,0,0.74,-1.25,0,0
2025/06/22 23:51:00.142,n,22.06499,51.056008,-0.350252,-0.40279,0.042897,-0.424539,-0.395057,0.056679,-5.789979,-0.715065,-0.716934,-0.054237,22.307428,370.06016,427.26172,-5.737611,741.70264,590.39692,87.520568,901.65336,762.6868,77.907,0,0,0,0,0.75,-1.27,0,0
2025/06/22 23:52:00.135,n,22.045558,51.17466,-0.385277,-0.391115,0.026367,-0.459917,-0.377368,0.065871,-5.777416,-0.729988,-0.719589,-0.058266,22.29881,369.77992,426.85344,-5.708751,892.6216,752.40792,98.52132,1062.317,926.15472,97.115912,0,0,0,0,0.75,-1.3,0,0
2025/06/22 23:53:00.135,n,21.982326,51.378956,-0.490353,-0.42614,0.056113,-0.424539,-0.418643,0.041359,-6.013264,-0.8587,-0.723656,-0.06089,22.279604,369.31596,426.50812,-5.81733,612.48632,759.0292,82.384472,807.0376,935.34112,72.142216,0,0,0,0,0.74,-1.27,0,0
2025/06/22 23:54:00.135,n,21.990428,51.405272,-0.560403,-0.467003,0.072348,-0.530674,-0.47171,0.094047,-5.88192,-0.830097,-0.729683,-0.056519,22.263568,368.70084,426.80264,-5.724987,566.56104,645.22436,72.26548,754.65968,825.96128,60.158956,0,0,0,0,0.76,-1.31,0,0
2025/06/22 23:55:00.136,n,21.92881,51.53374,-0.490353,-0.525378,0.054261,-0.530674,-0.483503,0.053263,-6.078365,-1.029694,-0.733574,-0.058266,22.246458,368.26416,426.54744,-5.723979,780.7876,599.98372,96.191216,936.27392,779.2176,81.828784,0,0,0,0,0.74,-1.26,0,0
2025/06/22 23:56:00.135,n,21.914212,51.523832,-0.595428,-0.542891,0.057552,-0.530674,-0.495296,0.114092,-6.026398,-0.958809,-0.735176,-0.059143,22.236828,368.0692,426.41312,-5.743623,571.1172,590.29256,92.49716,742.6748,767.41984,79.377264,0,0,0,0,0.75,-1.28,0,0
2025/06/22 23:57:00.137,n,21.945018,51.528808,-0.595428,-0.601266,0.060327,-0.636809,-0.583741,0.037105,-6.078365,-1.101822,-0.737648,-0.057388,22.212236,367.7118,426.4254,-5.656802,666.4004,780.754,74.684672,868.36232,946.3052,71.166704,0,0,0,0,0.75,-1.32,0,0
2025/06/22 23:58:00.138,n,21.973976,51.737404,-0.702027,-0.642636,0.05782,-0.742943,-0.648858,0.06225,-5.972718,-0.744289,-0.734474,-0.056679,22.225754,368.0652,426.56724,-5.906225,714.62352,587.84864,81.550752,871.13672,767.58064,70.255608,0,0,0,0,0.74,-1.28,0,0
2025/06/22 23:59:00.142,n,21.95459,51.900296,0.243654,0.302283,0.057261,0.24611,0.228677,0.062728,-6.169734,-0.873001,-0.736771,-0.061935,22.206458,367.7538,425.98764,-5.971568,618.62108,653.9126,112.51068,814.72312,832.27224,98.989144,0,0,0,0,0.75,-1.28,0,0
2025/06/23 00:00:07.342,n,21.910744,52.093944,0.278679,0.373095,0.061745,0.353783,0.282257,0.09273,-6.090928,-0.844399,-0.728272,-0.057381,22.187222,368.37668,426.2798,-5.91742,921.7412,862.59072,43.893052,1101.255,1035.6676,52.72286,0,0,0,0,0.74,-1.26,0,0
2025/06/23 00:01:00.135,n,21.881542,52.18638,0.243654,0.267765,0.042677,0.21227,0.217653,0.034584,-5.960155,-0.729988,-0.72686,-0.055458,22.166908,368.38008,426.33184,-5.901569,575.875,638.94872,52.626036,761.56448,815.5416,40.90232,0,0,0,0,0.76,-1.29,0,0
2025/06/23 00:02:00.137,n,21.834522,52.375976,0.278679,0.290608,0.036375,0.175353,0.211244,0.063805,-6.169734,-0.930206,-0.724205,-0.05983,22.140164,368.4536,425.78748,-5.903903,581.22264,641.10064,98.324976,757.21776,818.1616,81.852,0,0,0,0,0.73,-1.28,0,0
2025/06/23 00:03:00.136,n,21.742042,52.760008,0.278679,0.320049,0.112411,0.106135,0.252519,0.12088,-6.432422,-1.159027,-0.715523,-0.061409,22.12093,369.09236,425.53492,-5.927509,755.53464,658.44484,110.19348,907.92968,831.71872,90.649048,0,0,0,0,0.75,-1.28,0,0
2025/06/23 00:04:00.136,n,21.756642,52.811084,0.173603,0.30812,0.092122,0.106135,0.223806,0.072831,-5.960155,-1.016014,-0.710922,-0.058609,22.092064,369.3218,425.61504,-5.596454,791.62792,713.21096,81.146472,974.96144,889.658,76.015784,0,0,0,0,0.73,-1.28,0,0
