"Timestamp","TZ","Calculation_8","Reference_9"
2025/05/22 00:00:08.191,n,10.890022,10.890022
2025/05/22 00:30:07.507,n,10.1588,10.1588
2025/05/22 01:00:07.719,n,9.308716,9.308716
2025/05/22 01:30:08.483,n,8.328276,8.328276
2025/05/22 02:00:07.504,n,8.029358,8.029358
2025/05/22 02:30:07.500,n,7.930992,7.930992
2025/05/22 03:00:08.212,n,7.633587,7.633587
2025/05/22 03:30:07.492,n,7.377618,7.377618
2025/05/22 04:00:07.496,n,7.208825,7.208825
2025/05/22 04:30:07.491,n,7.740026,7.740026
2025/05/22 05:00:07.487,n,8.161145,8.161145
2025/05/22 05:30:07.501,n,9.191706,9.191706
2025/05/22 06:00:07.518,n,10.408514,10.408514
2025/05/22 06:30:07.495,n,12.172038,12.172038
2025/05/22 07:00:07.770,n,14.012412,14.012412
2025/05/22 07:30:07.552,n,13.085762,13.085762
2025/05/22 08:00:07.487,n,14.145776,14.145776
2025/05/22 08:30:07.501,n,15.50206,15.50206
2025/05/22 09:00:07.785,n,16.119832,16.119832
2025/05/22 09:30:07.503,n,16.485802,16.485802
2025/05/22 10:00:07.824,n,18.052716,18.052716
2025/05/22 10:30:07.497,n,18.36014,18.36014
2025/05/22 11:00:07.526,n,17.5167,17.5167
2025/05/22 11:30:07.519,n,18.476532,18.476532
2025/05/22 12:00:07.725,n,18.889792,18.889792
2025/05/22 12:30:07.502,n,18.959252,18.959252
2025/05/22 13:00:07.508,n,19.929532,19.929532
2025/05/22 13:30:07.494,n,19.018468,19.018468
2025/05/22 14:00:07.775,n,17.6614,17.6614
2025/05/22 14:30:07.485,n,17.472608,17.472608
2025/05/22 15:00:07.505,n,17.676568,17.676568
2025/05/22 15:30:08.376,n,16.70444,16.70444
2025/05/22 16:00:07.703,n,17.47398,17.47398
2025/05/22 16:30:07.495,n,17.226404,17.226404
2025/05/22 17:00:07.934,n,17.2596,17.2596
2025/05/22 17:30:07.541,n,16.582012,16.582012
2025/05/22 18:00:07.477,n,15.953466,15.953466
2025/05/22 18:30:07.686,n,14.832992,14.832992
2025/05/22 19:00:07.476,n,14.044308,14.044308
2025/05/22 19:30:08.186,n,12.996308,12.996308
2025/05/22 20:00:08.155,n,12.228484,12.228484
2025/05/22 20:30:08.148,n,10.518616,10.518616
2025/05/22 21:00:07.490,n,10.147346,10.147346
2025/05/22 21:30:07.477,n,10.648138,10.648138
2025/05/22 22:00:07.482,n,9.561914,9.561914
2025/05/22 22:30:08.162,n,8.833702,8.833702
2025/05/22 23:00:07.534,n,8.255223,8.255223
2025/05/22 23:30:08.172,n,7.330858,7.330858
