"Timestamp","TZ","Calculation_8","Reference_9"
2025/05/25 00:00:08.231,n,5.938925,5.938925
2025/05/25 00:30:08.154,n,5.662897,5.662897
2025/05/25 01:00:08.413,n,5.317212,5.317212
2025/05/25 01:30:07.506,n,4.91208,4.91208
2025/05/25 02:00:07.466,n,4.954552,4.954552
2025/05/25 02:30:07.487,n,4.701929,4.701929
2025/05/25 03:00:07.504,n,4.704138,4.704138
2025/05/25 03:30:07.468,n,4.693043,4.693043
2025/05/25 04:00:07.470,n,5.209499,5.209499
2025/05/25 04:30:07.487,n,6.654378,6.654378
2025/05/25 05:00:07.516,n,6.992944,6.992944
2025/05/25 05:30:07.480,n,7.586174,7.586174
2025/05/25 06:00:07.506,n,9.087014,9.087014
2025/05/25 06:30:07.478,n,12.061902,12.061902
2025/05/25 07:00:07.480,n,13.740324,13.740324
2025/05/25 07:30:07.697,n,16.485314,16.485314
2025/05/25 08:00:07.501,n,18.599576,18.599576
2025/05/25 08:30:07.571,n,19.240492,19.240492
2025/05/25 09:00:07.752,n,20.11826,20.11826
2025/05/25 09:30:07.494,n,20.85141,20.85141
2025/05/25 10:00:07.729,n,21.4231,21.4231
2025/05/25 10:30:07.490,n,22.433322,22.433322
2025/05/25 11:00:07.489,n,23.432176,23.432176
2025/05/25 11:30:07.593,n,23.322514,23.322514
2025/05/25 12:00:07.495,n,23.436358,23.436358
2025/05/25 12:30:07.492,n,23.34035,23.34035
2025/05/25 13:00:07.494,n,24.281436,24.281436
2025/05/25 13:30:07.489,n,24.069442,24.069442
2025/05/25 14:00:07.496,n,23.033528,23.033528
2025/05/25 14:30:07.478,n,23.455502,23.455502
2025/05/25 15:00:08.308,n,23.007462,23.007462
2025/05/25 15:30:07.479,n,22.505564,22.505564
2025/05/25 16:00:07.484,n,21.275176,21.275176
2025/05/25 16:30:07.510,n,20.892082,20.892082
2025/05/25 17:00:08.803,n,19.71676,19.71676
2025/05/25 17:30:07.482,n,18.557364,18.557364
2025/05/25 18:00:07.485,n,17.732762,17.732762
2025/05/25 18:30:07.535,n,17.752816,17.752816
2025/05/25 19:00:07.477,n,17.845312,17.845312
2025/05/25 19:30:07.476,n,17.47111,17.47111
2025/05/25 20:00:08.369,n,16.52675,16.52675
2025/05/25 20:30:07.736,n,16.154596,16.154596
2025/05/25 21:00:07.491,n,14.516428,14.516428
2025/05/25 21:30:07.483,n,13.67776,13.67776
2025/05/25 22:00:08.184,n,13.662222,13.662222
2025/05/25 22:30:07.499,n,13.712536,13.712536
2025/05/25 23:00:08.176,n,13.393222,13.393222
2025/05/25 23:30:07.722,n,13.435812,13.435812
