"Timestamp","TZ","Calculation_8","Reference_9"
2025/05/08 00:00:07.495,n,1.70059,1.70059
2025/05/08 00:30:07.473,n,0.572778,0.572778
2025/05/08 01:00:07.806,n,0.157115,0.157115
2025/05/08 01:30:07.510,n,1.116481,1.116481
2025/05/08 02:00:07.472,n,1.784966,1.784966
2025/05/08 02:30:07.528,n,2.543949,2.543949
2025/05/08 03:00:07.466,n,3.042521,3.042521
2025/05/08 03:30:07.476,n,3.466292,3.466292
2025/05/08 04:00:07.830,n,3.792466,3.792466
2025/05/08 04:30:07.507,n,4.042605,4.042605
2025/05/08 05:00:07.478,n,4.22588,4.22588
2025/05/08 05:30:07.477,n,4.679461,4.679461
2025/05/08 06:00:07.476,n,5.631176,5.631176
2025/05/08 06:30:07.504,n,7.066004,7.066004
2025/05/08 07:00:07.485,n,8.037342,8.037342
2025/05/08 07:30:07.484,n,8.465018,8.465018
2025/05/08 08:00:07.509,n,10.3141,10.3141
2025/05/08 08:30:07.480,n,11.307842,11.307842
2025/05/08 09:00:07.485,n,12.063188,12.063188
2025/05/08 09:30:07.532,n,13.539822,13.539822
2025/05/08 10:00:07.520,n,13.307556,13.307556
2025/05/08 10:30:07.940,n,14.08218,14.08218
2025/05/08 11:00:07.536,n,14.775804,14.775804
2025/05/08 11:30:07.488,n,15.299714,15.299714
2025/05/08 12:00:07.496,n,15.368806,15.368806
2025/05/08 12:30:07.496,n,16.576144,16.576144
2025/05/08 13:00:07.500,n,16.713176,16.713176
2025/05/08 13:30:07.489,n,16.495322,16.495322
2025/05/08 14:00:07.993,n,16.604344,16.604344
2025/05/08 14:30:07.470,n,16.38878,16.38878
2025/05/08 15:00:07.459,n,16.351844,16.351844
2025/05/08 15:30:07.455,n,16.057468,16.057468
2025/05/08 16:00:07.464,n,15.674596,15.674596
2025/05/08 16:30:07.463,n,15.193778,15.193778
2025/05/08 17:00:08.347,n,14.487038,14.487038
2025/05/08 17:30:07.676,n,14.200252,14.200252
2025/05/08 18:00:07.459,n,13.499104,13.499104
2025/05/08 18:30:08.143,n,12.612776,12.612776
2025/05/08 19:00:07.484,n,10.904442,10.904442
2025/05/08 19:30:07.519,n,9.429524,9.429524
2025/05/08 20:00:08.145,n,8.202809,8.202809
2025/05/08 20:30:07.488,n,7.298586,7.298586
2025/05/08 21:00:07.462,n,6.211776,6.211776
2025/05/08 21:30:08.159,n,5.444981,5.444981
2025/05/08 22:00:07.468,n,5.066872,5.066872
2025/05/08 22:30:07.486,n,4.848652,4.848652
2025/05/08 23:00:07.512,n,4.621365,4.621365
2025/05/08 23:30:07.468,n,5.045181,5.045181
