"Timestamp","TZ","TA_1_2_1","RH_1_2_1","PPFD_1_2_1","PPFD_1_2_1_AV","PPFD_1_2_1_SD","PPFDr_1_2_1","PPFDr_1_2_1_AV","PPFDr_1_2_1_SD","SWin_1_2_1","SWout_1_2_1","LWin_1_2_V","LWout_1_2_V","TA_2_2_1","LWin_1_2_1","LWout_1_2_1","Rn_1_2_1","PPFD_1_1_1","PPFD_1_1_1_AV","PPFD_1_1_1_SD","PPFDd_1_1_1","PPFDd_1_1_1_AV","PPFDd_1_1_1_SD","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","2SERIAL (State)","posX","posY","P_2_1_2","1256CV"
2025/06/09 23:46:00.135,n,8.438062,90.346832,-0.173603,-0.238577,0.093198,0.106135,-0.05922,0.113103,-4.661565,-0.228821,-0.731072,-0.094963,8.520786,293.66168,348.46936,-5.068852,1588.0586,1500.009,61.297636,2323.2244,2254.7976,40.531468,0,0,0,0,0.72,-1.22,0,0
2025/06/09 23:47:00.138,n,8.406568,90.606064,0.210151,-0.051776,0.212764,0.03384,0.00564,0.041144,-4.740371,0.028603,-0.753372,-0.081955,8.521894,291.73816,349.6302,-5.44039,1417.11,1410.7494,50.229472,2184.1608,2182.5018,41.021944,0,0,0,0,0.72,-1.21,0,0
2025/06/09 23:48:00.139,n,8.386643,90.05152,0.176649,-0.004569,0.120398,0.175353,0.15228,0.036646,-4.871714,0.099487,-0.765053,-0.085297,8.514152,290.68854,349.2942,-5.650958,1460.2134,1431.0554,29.849622,2211.847,2188.6924,24.190906,0,0,0,0,0.72,-1.21,0,0
2025/06/09 23:49:00.141,n,8.386643,90.440048,0.210151,0.006853,0.127332,0.070757,0.158177,0.061592,-5.029327,0.113789,-0.77462,-0.087929,8.503172,289.80526,349.00484,-5.829807,1399.7446,1450.0684,49.491412,2191.0466,2219.3924,34.415112,0,0,0,0,0.72,-1.19,0,0
2025/06/09 23:50:00.145,n,8.404904,90.3732,-0.033502,0.17005,0.111443,0.21227,0.176122,0.073626,-5.240048,-0.08643,-0.778519,-0.093201,8.493204,289.41744,348.48604,-5.838937,1516.2618,1469.162,44.705704,2319.3006,2261.602,42.3698,0,0,0,0,0.72,-1.2,0,0
2025/06/09 23:51:00.144,n,8.370041,90.587512,-0.068528,0.077411,0.13183,0,0.105878,0.077231,-5.108134,0.156693,-0.778336,-0.087051,8.485494,289.39434,348.99324,-5.95611,1441.8146,1411.7656,52.049976,2212.3972,2199.9266,48.604528,0,0,0,0,0.73,-1.21,0,0
2025/06/09 23:52:00.135,n,8.403244,90.45704,-0.245176,-0.017005,0.157675,0.03384,0.064347,0.027316,-5.252612,0.128712,-0.77887,-0.091095,8.471134,289.27526,348.56124,-6.069098,1412.652,1410.2252,41.318276,2180.6516,2194.2208,28.579714,0,0,0,0,0.72,-1.22,0,0
2025/06/09 23:53:00.135,n,8.368332,90.779936,-0.245176,-0.104314,0.127088,0.03384,0.040506,0.078364,-5.226914,0.185295,-0.77639,-0.089508,8.464498,289.45626,348.66868,-6.099091,1436.5874,1439.7354,31.06123,2199.4714,2199.7688,27.12932,0,0,0,0,0.74,-1.22,0,0
2025/06/09 23:54:00.136,n,8.434788,90.84508,0.036548,0.01269,0.097987,0.070757,0.034866,0.031653,-5.016193,0.556507,-0.779579,-0.086174,8.457928,289.147,348.9314,-6.266105,1488.1348,1461.959,35.423156,2259.5798,2229.7614,25.612498,0,0,0,0,0.73,-1.21,0,0
2025/06/09 23:55:00.137,n,8.399876,90.388776,-0.208628,-0.097969,0.109478,0.139975,0.028969,0.112485,-5.305149,0.299706,-0.780464,-0.092674,8.44464,289.00324,348.28688,-6.292645,1494.2998,1451.6566,34.822408,2258.2688,2215.9406,30.152942,0,0,0,0,0.73,-1.21,0,0
2025/06/09 23:56:00.139,n,8.398216,90.807824,-0.033502,-0.185532,0.122818,-0.035378,-0.047171,0.073077,-5.160671,0.428417,-0.782242,-0.093559,8.438036,288.8161,348.17492,-6.277771,1480.3492,1468.1354,30.426962,2225.5252,2218.2254,23.021728,0,0,0,0,0.72,-1.2,0,0
2025/06/09 23:57:00.142,n,8.423168,90.706992,-0.138578,-0.244161,0.104212,-0.141513,-0.106648,0.030958,-5.147537,0.456398,-0.784714,-0.096893,8.427028,288.54644,347.823,-6.291755,1489.0484,1482.8912,26.836542,2236.573,2226.742,20.774984,0,0,0,0,0.73,-1.21,0,0
2025/06/09 23:58:00.143,n,8.413204,90.367,-0.105076,-0.162943,0.122529,-0.213808,-0.136386,0.072596,-5.357687,0.228821,-0.786667,-0.10498,8.414846,288.31586,347.04316,-6.268194,1528.0704,1536.9736,24.04579,2292.4724,2296.5258,23.757104,0,0,0,0,0.73,-1.22,0,0
2025/06/09 23:59:00.145,n,8.386643,90.913288,-0.383754,-0.226141,0.130583,-0.141513,-0.113057,0.056556,-5.279452,0.328308,-0.790741,-0.10463,8.407168,287.92444,347.03532,-6.293871,1514.2892,1530.1072,25.946098,2284.973,2294.6228,19.297668,0,0,0,0,0.72,-1.21,0,0
2025/06/10 00:00:07.063,n,8.42146,91.248056,-0.278679,-0.261928,0.079707,-0.106135,-0.153562,0.061546,-5.200074,0.442719,-0.788612,-0.099525,8.39946,288.06952,347.44956,-6.331879,1554.149,1553.4496,18.12181,2327.7508,2315.3572,14.408332,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:01:00.135,n,8.418138,90.376272,-0.41878,-0.355074,0.040867,-0.213808,-0.159971,0.053762,-5.357687,0.085808,-0.791451,-0.109375,8.386189,287.75696,346.5078,-6.12557,1477.3022,1479.1076,25.569514,2211.0882,2224.7746,17.285832,0,0,0,0,0.73,-1.2,0,0
2025/06/10 00:02:00.137,n,8.376683,91.196888,-0.383754,-0.343145,0.107213,-0.176891,-0.177404,0.032334,-5.318855,0.185295,-0.789856,-0.104095,8.385116,287.88934,346.97108,-6.18991,1578.2378,1475.3868,62.193248,2307.9358,2209.284,60.936032,0,0,0,0,0.73,-1.22,0,0
2025/06/10 00:03:00.137,n,8.323559,91.164416,-0.453805,-0.384262,0.06975,-0.247648,-0.230471,0.036819,-5.463333,-0.014301,-0.79287,-0.111488,8.369601,287.55018,346.23608,-6.130413,1490.8472,1596.3658,63.452344,2246.7088,2340.293,54.863468,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:04:00.138,n,8.290356,91.769536,-0.55888,-0.51218,0.061336,-0.283026,-0.283539,0.063119,-5.51587,-0.057205,-0.793045,-0.106918,8.358623,287.47944,346.58636,-6.144792,1537.0122,1506.673,30.818824,2269.5936,2247.1052,20.918892,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:05:00.141,n,8.24387,91.775784,-0.245176,-0.314212,0.140027,-0.283026,-0.300715,0.043329,-5.726021,-0.314629,-0.79216,-0.110954,8.342035,287.4721,346.14408,-6.092598,1704.6186,1642.5664,42.080876,2464.264,2389.8606,52.03076,0,0,0,0,0.73,-1.2,0,0
2025/06/10 00:06:00.143,n,8.25549,92.28648,-0.350252,-0.378171,0.067848,-0.283026,-0.277386,0.084724,-5.75229,-0.286026,-0.789497,-0.107262,8.329854,287.64086,346.41044,-6.148499,1690.5576,1634.3022,42.284748,2445.91,2396.354,33.105892,0,0,0,0,0.72,-1.21,0,0
2025/06/10 00:07:00.145,n,8.225609,92.165536,-0.41878,-0.447967,0.107195,-0.353783,-0.371728,0.042956,-5.700323,-0.286026,-0.790031,-0.1092,8.315478,287.52198,346.16564,-6.095129,1610.066,1590.2228,31.314534,2370.8464,2355.075,23.857912,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:08:00.147,n,8.262081,92.421392,-0.55888,-0.541368,0.061668,-0.459917,-0.377624,0.082501,-5.620946,-0.185917,-0.787903,-0.102341,8.298987,287.62266,346.69132,-6.120591,1426.7296,1485.3292,55.885596,2189.7526,2247.3692,58.068924,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:09:00.149,n,8.283665,92.055328,-0.383754,-0.33147,0.061237,-0.319943,-0.32507,0.046915,-5.594677,-0.057205,-0.787552,-0.099358,8.289017,287.6027,346.90592,-6.225666,1631.5576,1574.3024,44.788392,2419.6956,2351.748,53.784756,0,0,0,0,0.72,-1.21,0,0
2025/06/10 00:10:00.136,n,8.288693,91.82984,-0.698981,-0.582231,0.120655,-0.389161,-0.412746,0.048336,-5.673483,-0.257423,-0.787727,-0.103218,8.273535,287.50916,346.48468,-6.100569,1495.1974,1489.2506,32.60368,2275.7176,2269.4812,38.869012,0,0,0,0,0.72,-1.21,0,0
2025/06/10 00:11:00.136,n,8.242211,91.979792,-0.698981,-0.623093,0.092447,-0.459917,-0.495296,0.080675,-5.778558,-0.357533,-0.786667,-0.102165,8.262558,287.54534,346.52268,-6.105527,1626.2418,1545.294,47.839312,2357.9988,2296.3454,34.876928,0,0,0,0,0.71,-1.2,0,0
2025/06/10 00:12:00.138,n,8.275296,91.766592,-0.523855,-0.500505,0.122671,-0.495296,-0.459917,0.059199,-5.45077,-0.213898,-0.781899,-0.101463,8.279421,288.04316,346.67032,-5.917307,1607.1822,1549.7632,47.774472,2363.617,2301.8348,42.867236,0,0,0,0,0.73,-1.21,0,0
2025/06/10 00:13:00.140,n,8.21714,91.522152,0.593906,0.3901,0.113356,0.318404,0.253544,0.041359,-5.346266,-0.213898,-0.778885,-0.100937,8.262899,288.22036,346.6336,-5.810316,1551.722,1594.4526,42.232688,2292.6646,2342.6682,44.344108,0,0,0,0,0.73,-1.21,0,0
