"Timestamp","TZ","SWC_1_1_1","TS_1_1_1","SWC_2_1_1","TS_2_1_1","SWC_3_1_1","TS_3_1_1","SWC_4_1_1","TS_4_1_1","SWC_5_1_1","TS_5_1_1","G_1_1_1","G_2_1_1","G_3_1_1","G_4_1_1","G_5_1_1","G_6_1_1","G_7_1_1","G_8_1_1","G_9_1_1","G_10_1_1"
2025/07/24 00:00:00.988,n,8.2,16.700002,6.4,16.8,9.9,16.9,23.3,17.1,6.1,17.2,5.890173,5.07417,5.389347,-12.76965,5.593008,4.424448,5.026409,-394.6902,-1268.8838,-2005.633
2025/07/24 00:30:00.964,n,8.100001,16.6,6.4,16.700002,9.8,16.9,23.1,17.1,6,17.1,5.890173,5.07417,4.84338,-18.272138,5.302052,5.250996,4.74311,-402.4136,-1281.9978,-2017.7486
2025/07/24 01:00:00.975,n,8.2,16.6,6.4,16.700002,9.9,16.9,23,17.1,6,17.1,5.890173,5.646153,5.389347,-20.316822,5.876308,5.53915,5.302052,-404.12472,-1290.5536,-2023.8064
2025/07/24 01:30:00.977,n,8.2,16.6,6.5,16.700002,9.8,16.9,22.8,17,6,17.1,5.606205,5.352432,4.84338,-25.235116,5.593008,4.978008,5.026409,-392.39576,-1277.155,-2023.2254
2025/07/24 02:00:00.969,n,8.100001,16.6,6.5,16.700002,9.8,16.8,22.5,16.9,6,17.1,6.726727,5.932144,5.927936,-25.81931,6.15195,5.819721,6.15195,-381.81012,-1265.7552,-2013.7048
2025/07/24 02:30:00.978,n,8.2,16.5,6.4,16.700002,9.7,16.9,22.6,16.9,6,17.1,7.57863,7.06065,6.466525,-28.424506,7.269834,6.926841,6.994191,-381.53012,-1272.5966,-2016.602
2025/07/24 03:00:00.988,n,8.100001,16.5,6.4,16.700002,9.7,16.8,22.5,16.9,5.9,17,7.862598,7.632632,7.558459,-8.143456,8.119732,7.768554,7.56079,-399.55136,-1308.2258,-2039.0982
2025/07/24 03:30:00.963,n,8.2,16.5,6.4,16.6,9.8,16.9,22.1,16.9,5.9,17,8.422858,8.761138,8.097047,-15.098538,8.678674,8.595102,8.954316,-395.83356,-1301.6688,-2032.746
2025/07/24 04:00:00.972,n,8.100001,16.5,6.4,16.6,9.7,16.8,22,16.9,6,17,8.699152,7.918623,8.628258,-12.76965,8.678674,8.868092,8.678674,-408.71364,-1310.2246,-2040.2602
2025/07/24 04:30:00.981,n,8.2,16.5,6.4,16.6,9.7,16.8,22,16.9,5.9,17,3.922665,3.664625,3.497946,-26.09056,3.354489,3.595175,3.078846,-384.9474,-1261.1918,-2003.0328
2025/07/24 05:00:00.980,n,8.6,16.5,6.5,16.6,9.6,16.8,21.9,16.9,5.9,17,4.214308,3.386363,3.770929,-15.369788,4.204387,3.875746,3.354489,-392.39076,-1284.837,-2004.1948
2025/07/24 05:30:00.986,n,8.2,16.5,6.4,16.6,9.7,16.8,21.8,16.9,5.9,17,4.4906,4.244337,4.316896,-17.974984,5.038971,4.71746,4.204387,-373.2184,-1215.9076,-1897.8808
2025/07/24 06:00:00.993,n,8.4,16.5,6.4,16.6,9.6,16.8,21.7,16.9,5.9,17,5.334829,4.80859,4.589879,-16.530286,5.322271,4.990449,5.038971,-369.5084,-1197.6972,-1894.1314
2025/07/24 06:30:00.971,n,8.6,16.5,6.4,16.6,9.6,16.9,21.6,16.9,5.8,17,7.85984,7.359322,7.290201,-6.962113,7.565695,8.334555,7.290053,-332.89036,-1091.6548,-1707.7098
2025/07/24 07:00:00.981,n,8.5,16.5,6.4,16.6,9.6,16.9,21.5,17,5.9,17,11.24443,10.196046,10.543868,-9.575204,11.501258,12.224638,10.942316,-368.64504,-1162.4214,-1846.459
2025/07/24 07:30:00.984,n,8.5,16.5,6.3,16.700002,9.6,17,21.4,17,5.8,17,6.432566,5.056175,5.637776,-11.351226,6.126467,7.743317,6.417423,-322.94226,-1062.467,-1685.8798
2025/07/24 08:00:00.984,n,8.5,16.6,6.4,16.8,9.6,17,21.4,17.1,5.8,17.1,8.40499,7.606908,7.799509,0.237946,8.660848,9.41158,8.094249,-231.55274,-799.24832,-1267.851
2025/07/24 08:30:00.978,n,8.4,16.6,6.3,16.700002,9.6,17.2,21.2,17.1,5.9,17.1,9.258214,7.901957,9.173072,22.265044,9.23642,10.254596,9.23642,-167.95208,-592.7892,-954.28352
2025/07/24 09:00:00.977,n,8.100001,16.700002,6.4,16.9,9.6,17.3,21.3,17.3,5.9,17.2,12.343486,10.44496,11.866016,17.615166,12.87337,14.698238,12.597728,-139.19744,-517.77936,-851.75752
2025/07/24 09:30:00.974,n,8.5,16.9,6.4,17.1,9.6,17.5,21.1,17.5,5.9,17.3,10.1052,8.190726,9.979918,13.860206,11.199296,13.601428,11.765894,-240.12756,-787.87512,-1245.1572
2025/07/24 10:00:00.981,n,8.4,17,6.4,17.2,9.6,17.6,21,17.6,5.8,17.4,10.914052,8.162827,10.226272,1.666239,11.730602,13.839464,11.447302,-203.66204,-692.43784,-1130.5746
2025/07/24 10:30:00.994,n,8.6,17.1,6.4,17.3,9.6,17.7,20.9,17.7,5.8,17.5,11.49374,8.738916,11.314748,49.156036,11.466684,14.4198,12.025626,86.618552,101.08878,85.689544
2025/07/24 11:00:00.968,n,8.5,17.3,6.5,17.4,9.5,18,20.9,17.8,5.8,17.6,13.752892,10.16392,12.409332,23.122712,14.279458,18.03962,14.279458,-38.555076,-238.22854,-432.45332
2025/07/24 11:30:00.973,n,8.4,17.4,6.5,17.5,9.5,18.1,20.8,18.1,5.8,17.8,11.772072,9.02696,11.051102,-9.592966,13.712142,16.916624,12.877558,-360.99364,-1117.07,-1746.3594
2025/07/24 12:00:00.982,n,8.5,17.4,6.3,17.6,9.6,18,20.7,18.1,5.9,17.9,14.033382,9.031912,11.594418,3.714377,13.717048,16.360338,13.150448,-207.39978,-696.69312,-1148.9072
2025/07/24 12:30:00.975,n,8.5,17.5,6.3,17.6,9.5,18,20.6,18.1,5.8,17.9,10.648792,7.045432,8.621112,18.47715,11.182666,13.023816,10.340426,-172.91288,-577.2984,-929.91128
2025/07/24 13:00:00.973,n,8.4,17.5,6.3,17.7,9.6,18.1,20.6,18.2,5.8,18,11.500696,7.331424,9.698288,6.035369,11.182666,13.86553,11.473622,-217.94652,-715.10344,-1164.9426
2025/07/24 13:30:00.979,n,8.5,17.6,6.4,17.7,9.5,18.2,20.5,18.2,5.7,18,14.033382,9.874426,12.39861,15.011452,14.559288,16.087352,13.717048,-43.131964,-240.48432,-426.7708
2025/07/24 14:00:00.972,n,8.4,17.7,6.4,17.8,9.5,18.3,20.3,18.4,5.8,18.1,15.987578,12.143998,14.291972,31.208066,16.508884,19.42103,16.233242,-61.692792,-296.90988,-517.47844
2025/07/24 14:30:00.981,n,8.5,17.8,6.4,17.9,9.5,18.5,20.3,18.6,5.8,18.2,15.98626,10.720444,13.48651,27.16471,15.672984,18.866168,15.948628,-73.671992,-313.0001,-562.02264
2025/07/24 15:00:00.981,n,8.5,17.9,6.4,18,9.5,18.5,20,18.7,5.8,18.3,14.58045,10.154862,13.197502,14.997882,15.38837,18.015568,14.829428,-146.26382,-523.1336,-866.0696
2025/07/24 15:30:00.980,n,8.3,18,6.3,18,9.5,18.6,19.9,18.8,5.8,18.4,16.5452,11.56163,14.555042,18.179378,16.506252,19.691412,16.222954,-176.93182,-597.40544,-960.54688
2025/07/24 16:00:00.981,n,8.5,18.1,6.3,18.1,9.5,18.7,19.9,18.9,5.8,18.5,15.70433,10.158244,13.746696,10.083044,15.950662,18.299456,15.10842,-187.48294,-636.45984,-1026.1648
2025/07/24 16:30:00.993,n,8.3,18.2,6.3,18.2,9.4,18.6,19.8,18.9,5.7,18.5,17.400462,12.144724,15.096858,15.577638,17.918442,19.694728,16.785246,-225.1043,-725.29864,-1159.7778
2025/07/24 17:00:00.970,n,8.5,18.2,6.4,18.2,9.4,18.7,19.8,18.9,5.8,18.6,15.14407,9.578532,13.208108,14.709238,15.39172,17.465326,15.10842,-140.81596,-504.98116,-828.59592
2025/07/24 17:30:00.989,n,8.3,18.2,6.4,18.2,9.4,18.6,19.6,18.9,5.7,18.6,14.29984,9.578532,12.396536,-19.7346,14.549478,16.350624,14.266178,-359.56748,-1103.4228,-1759.5646
2025/07/24 18:00:00.981,n,8.5,18.3,6.3,18.2,9.4,18.5,19.5,18.9,5.8,18.6,14.02079,9.591214,11.58969,-6.41147,13.428842,14.694802,13.428842,-352.11912,-1079.5036,-1690.4524
2025/07/24 18:30:00.973,n,8.4,18.2,6.4,18.1,9.4,18.4,19.5,18.8,5.7,18.5,11.211812,6.190236,8.616386,-20.605834,8.658694,10.80472,9.217636,-368.42144,-1118.7534,-1773.976
2025/07/24 19:00:00.979,n,8.4,18.2,6.3,18.1,9.4,18.3,19.5,18.7,5.7,18.5,9.802404,5.628762,7.261497,-14.232112,8.385803,8.858612,8.102504,-398.72884,-1190.655,-1862.2844
2025/07/24 19:30:00.980,n,8.2,18.1,6.3,18,9.4,18.3,19.4,18.6,5.7,18.4,10.359908,6.754489,7.524451,-29.005618,9.217636,9.955422,9.217636,-407.3106,-1246.1196,-1958.1976
2025/07/24 20:00:00.974,n,8.3,18.1,6.2,18,9.4,18.2,19.3,18.6,5.7,18.4,11.499136,8.466088,9.431184,-15.676194,11.755366,10.808038,10.913126,-425.04064,-1270.3148,-2010.2978
