"Timestamp","TZ","SWC_1_1_1","TS_1_1_1","SWC_2_1_1","TS_2_1_1","SWC_3_1_1","TS_3_1_1","SWC_4_1_1","TS_4_1_1","SWC_5_1_1","TS_5_1_1","G_1_1_1","G_2_1_1","G_3_1_1","G_4_1_1","G_5_1_1","G_6_1_1","G_7_1_1","G_8_1_1","G_9_1_1","G_10_1_1"
2025/03/14 00:00:00.973,n,6.1,3.3,7.9,3.6,11.4,3.6,20.9,3.4,12.2,3.9,0.811611,2.803873,1.053199,-26.914428,0.534058,-0.024645,1.651941,-384.3124,-601.47216,-816.05784
2025/03/14 00:30:00.966,n,6.1,3.2,8,3.6,11.4,3.5,21,3.3,12.2,3.9,0.264541,3.087691,1.597091,-8.980276,1.657445,-1.133897,2.224043,-380.89232,-587.59156,-802.3176
2025/03/14 01:00:00.972,n,6.1,3.2,8,3.6,11.3,3.4,21,3.3,12.1,3.8,-0.019427,2.523438,0.254308,-14.766968,0.539561,-0.860908,1.098503,-380.61232,-601.75872,-816.3544
2025/03/14 01:30:00.978,n,6.1,3.1,8,3.5,11.3,3.4,20.9,3.3,11.9,3.8,0.540834,2.523438,0.785519,-20.553658,0.539561,-0.307349,1.098503,-374.58452,-585.3316,-798.01824
2025/03/14 02:00:00.969,n,6.2,3.1,8,3.5,11.3,3.4,20.9,3.2,12,3.8,1.377388,3.651944,2.408664,-11.00917,1.657445,0.534365,2.499686,-376.87896,-583.63276,-800.3112
2025/03/14 02:30:00.981,n,6.2,3,8,3.5,11.3,3.4,20.6,3.2,12.1,3.7,-0.035976,2.514501,0.504005,-12.1709,-0.035891,-1.415653,0.80635,-385.47472,-593.54256,-809.18232
2025/03/14 03:00:00.993,n,6.1,3,8,3.4,11.3,3.4,20.9,3.1,11.9,3.7,1.376188,3.928998,2.400133,-17.95759,2.207533,0.798586,2.490833,-361.97008,-577.96864,-795.71872
2025/03/14 03:30:00.982,n,6.1,2.9,8,3.4,11.3,3.3,20.9,3.1,11.9,3.7,3.624906,5.343495,3.750294,-6.100005,3.892016,2.466847,3.892016,-372.56352,-580.23632,-797.73288
2025/03/14 04:00:00.973,n,6.1,3,7.9,3.4,11.3,3.4,20.9,3.1,11.8,3.7,-0.290084,1.408338,0.267104,-14.176974,-0.5727,-1.393733,0.55284,-373.09324,-583.01984,-798.81824
2025/03/14 04:30:00.983,n,6.1,2.9,8,3.4,11.3,3.3,20.9,3.1,11.9,3.7,0.554145,2.250852,0.805693,-9.250788,0.83614,-0.567185,1.111782,-375.39548,-580.19104,-796.24632
2025/03/14 05:00:00.976,n,6,2.9,8.100001,3.4,11.2,3.3,20.9,3.1,11.9,3.7,1.114406,3.387088,2.42146,-12.72438,2.229666,1.101076,2.512966,-359.34204,-560.94276,-778.1968
2025/03/14 05:30:00.983,n,6.2,2.9,8,3.4,11.2,3.3,20.9,3,12,3.6,1.398374,3.673079,2.148476,-10.987584,1.954024,0.547517,2.229666,-324.96402,-523.59156,-743.85624
2025/03/14 06:00:00.982,n,6.1,2.9,8,3.3,11.2,3.3,20.8,3,12.1,3.6,1.674666,4.237332,2.148476,-7.237682,2.512966,1.935207,3.079564,-326.11514,-516.80388,-736.12512
2025/03/14 06:30:00.972,n,6.2,2.8,8,3.3,11.2,3.3,20.9,3,12.1,3.6,3.923384,5.651829,4.31021,-13.300682,2.796265,2.208196,3.638506,-324.10846,-507.4642,-718.95864
