"Timestamp","TZ","SWC_1_1_1","TS_1_1_1","SWC_2_1_1","TS_2_1_1","SWC_3_1_1","TS_3_1_1","SWC_4_1_1","TS_4_1_1","SWC_5_1_1","TS_5_1_1","G_1_1_1","G_2_1_1","G_3_1_1","G_4_1_1","G_5_1_1","G_6_1_1","G_7_1_1","G_8_1_1","G_9_1_1","G_10_1_1"
2025/04/03 00:00:00.992,n,5.6,5.8,6.6,5.8,8.5,5.9,14.3,5.9,6.3,5.9,-0.289604,1.973074,-1.082596,-8.38979,-0.005623,-2.22739,-1.123507,-49.83828,-99.67544,-289.03068
2025/04/03 00:30:00.988,n,5.7,5.6,6.6,5.6,8.5,5.8,14.5,5.8,6.1,5.8,1.674547,4.793735,1.882755,-2.61161,2.229547,0.539815,1.104006,-53.268912,-100.537,-297.34336
2025/04/03 01:00:00.983,n,5.6,5.5,6.7,5.5,8.3,5.5,14.2,5.6,7.9,5.7,-1.407967,1.689256,-1.087899,3.746325,-0.845711,-3.059388,-2.254551,-52.993892,-102.52516,-304.51388
2025/04/03 01:30:00.993,n,5.6,5.4,6.6,5.4,8.5,5.5,13.9,5.5,6.1,5.5,-1.69949,1.109665,-1.63375,-7.811145,-1.419846,-3.066853,-2.254431,-49.2993,-96.898144,-303.11938
2025/04/03 02:00:00.984,n,5.6,5.2,6.6,5.3,8.5,5.3,13.9,5.3,6.1,5.4,-3.096424,0.56848,-2.976649,-11.853268,-2.530193,-4.72765,-3.648077,-38.169344,-84.499112,-293.7229
2025/04/03 02:30:00.989,n,5.7,5.1,6.6,5.2,8.5,5.2,14.2,5.2,6.4,5.4,-6.769058,-1.445294,-4.618469,-9.852252,-4.5097,-6.688094,-4.792999,-54.724704,-99.746544,-311.72232
2025/04/03 03:00:00.988,n,5.5,5,6.5,5.1,8.5,5.1,13.9,5.1,6.1,5.3,-3.667118,-0.292271,-3.525267,-6.945707,-3.382843,-5.003363,-3.941785,-55.858932,-98.88428,-309.73788
2025/04/03 03:30:00.982,n,5.5,4.9,6.6,5,8.5,5,14,5,6.4,5.2,-4.522379,-1.161356,-4.613051,-13.035844,-4.787376,-6.136549,-4.787376,-40.48556,-84.820408,-300.64678
2025/04/03 04:00:00.984,n,5.6,4.8,6.6,4.9,8.3,4.8,14.3,4.9,8,5.1,-3.95948,-0.316185,-3.80632,-12.45683,-3.674517,-6.133942,-4.800057,-49.318504,-92.427912,-307.5076
2025/04/03 04:30:00.987,n,5.6,4.6,6.4,4.8,8.5,4.8,14,4.8,6.3,5,-2.834401,1.682614,-1.913189,-2.331354,-1.426546,-3.354059,-2.261131,-53.311692,-98.35772,-319.21582
2025/04/03 05:00:00.973,n,5.5,4.5,6.6,4.8,8.4,4.7,14.3,4.7,6.1,4.9,-3.118369,1.102902,-2.459156,-6.965443,-1.426546,-3.634631,-2.552087,-46.1872,-89.056432,-314.07984
2025/04/03 05:30:00.988,n,5.5,4.4,6.6,4.7,8.4,4.6,14.2,4.6,6.3,4.9,-5.64338,-1.440101,-5.159478,-12.16794,-4.795511,-6.402428,-5.354453,-54.159472,-96.666576,-324.3518
2025/04/03 06:00:00.999,n,5.5,4.3,6.6,4.6,8.4,4.6,14.3,4.6,6.1,4.8,-6.203641,-2.576337,-5.425084,-12.452144,-6.189038,-7.244142,-6.46468,-48.746104,-90.46316,-311.2291
2025/04/03 06:30:00.984,n,5.5,4.3,6.6,4.6,8.5,4.5,14.3,4.5,6.1,4.8,-0.580167,3.094937,0.253847,6.634613,-0.578802,-0.853799,-1.421043,-47.900508,-87.367456,-300.40156
2025/04/03 07:00:00.976,n,5.5,4.2,6.5,4.6,8.3,4.5,13.9,4.5,6.4,4.8,-0.301116,3.661968,0.529482,-3.483338,-0.024765,-0.570503,-0.300407,-37.350972,-75.795736,-275.02096
2025/04/03 07:30:00.994,n,5.7,4.2,6.5,4.6,8.5,4.6,14.2,4.5,6.1,4.8,1.079509,4.209916,1.310735,3.13931,1.076968,0.513038,1.076968,-40.789624,-82.299792,-284.6973
2025/04/03 08:00:01.776,n,5.6,4.3,6.4,4.7,8.3,4.8,14.1,4.6,6.1,4.8,1.103853,2.247954,1.061154,-8.401138,1.376897,1.932364,1.376897,-37.047148,-77.74776,-273.49442
2025/04/03 08:30:00.985,n,5.6,4.4,6.4,4.8,8.4,5,14.3,4.8,7.8,4.9,4.467576,4.785401,4.294762,23.668666,4.740359,7.470092,5.2993,3.679765,4.759101,-27.251626
2025/04/03 09:00:01.786,n,5.6,4.6,6.6,5.1,8.4,5.3,14.2,5,7.9,5.1,4.187805,3.359672,4.830008,5.744505,4.45359,7.019259,5.012532,-42.726304,-80.800816,-238.86852
2025/04/03 09:30:00.983,n,5.5,4.9,6.5,5.4,8.4,5.5,14.3,5.2,6.1,5.3,8.137572,6.77333,8.354007,18.507124,8.669702,13.045026,9.5196,-28.697892,-67.481992,-214.2759
2025/04/03 10:00:00.975,n,5.5,5.2,6.6,5.6,8.5,5.9,14.1,5.5,6.1,5.5,10.6675,8.47877,10.527844,7.499311,11.20133,18.33524,13.73571,-31.454038,-87.278808,-214.61178
2025/04/03 10:30:00.994,n,5.5,5.4,6.4,5.9,8.5,6.2,14.5,5.8,6.1,5.7,10.381494,6.482508,9.168346,22.836286,10.915998,20.266892,13.72602,-4.894809,-26.276728,-100.76234
2025/04/03 11:00:00.981,n,5.5,5.7,6.6,6.3,8.5,7.1,14,6,6.1,6,14.340134,9.626842,12.693498,4.322009,15.140962,21.956362,17.95864,-25.422086,-102.76406,-239.74534
2025/04/03 11:30:00.980,n,5.6,6,6.6,6.5,8.4,7.6,14,6.5,7.7,6.4,15.714644,11.011146,14.029594,33.24831,16.80319,27.492668,18.770972,24.20121,27.585322,41.998576
2025/04/03 12:00:00.989,n,5.5,6.3,6.7,6.8,8.6,7.8,14.2,6.9,6.1,6.6,15.396978,9.848702,13.724218,12.372088,17.328514,26.61766,19.020652,-7.504271,-40.985824,-90.804104
2025/04/03 12:30:00.976,n,5.6,6.5,6.8,7,8.6,8.2,13.9,7.1,6.1,6.8,16.834684,11.845448,16.18349,47.4185,19.605078,30.259992,21.013918,48.148672,71.231696,121.99706
2025/04/03 13:00:00.982,n,5.6,6.7,6.6,7.1,8.5,8.4,14,7.2,6.1,6.9,16.298768,11.01972,16.20689,58.716932,18.212868,26.659366,18.503824,43.887752,76.314136,127.11112
2025/04/03 13:30:00.992,n,5.5,6.9,6.7,7.3,8.6,8.4,14.2,7.3,6.1,7.1,19.9443,13.284462,18.63423,41.93316,21.02289,28.881188,21.581832,36.4677,59.986916,93.07264
2025/04/03 14:00:00.986,n,5.5,7.2,6.6,7.5,8.5,8.5,14.2,7.5,6.1,7.2,20.498326,12.99219,17.809284,70.268112,19.60783,26.653206,19.60783,40.155852,56.87512,74.048488
2025/04/03 14:30:00.975,n,5.6,7.4,6.6,7.7,8.6,8.5,14.2,7.5,6.1,7.4,19.104868,12.153056,15.93114,70.27156,17.926696,21.924726,18.217654,41.022596,74.058952,117.1771
2025/04/03 15:00:00.980,n,5.7,7.6,6.7,7.8,8.5,8.5,14.1,7.8,6.1,7.5,20.22539,13.575284,16.735334,26.599018,19.335536,22.478286,19.335536,-12.31,-46.565636,-71.669072
2025/04/03 15:30:00.984,n,5.5,7.7,6.5,7.9,8.5,8.5,14,7.9,6.1,7.5,15.419642,9.021284,12.388466,18.174196,14.54876,17.457032,14.54876,-20.026946,-57.874548,-87.620624
2025/04/03 16:00:00.974,n,5.7,7.8,6.6,7.9,8.6,8.5,14,8,6.1,7.5,12.886958,7.034804,9.688144,15.8611,11.463094,13.01339,11.738738,-25.735874,-58.435704,-84.491
2025/04/03 16:30:00.996,n,5.8,7.8,6.4,7.8,8.4,8.5,14.3,8,6.1,7.5,15.15666,10.163196,11.316708,26.01137,13.4365,14.702386,13.99544,-19.437896,-52.503372,-82.765568
2025/04/03 17:00:00.980,n,5.7,7.8,6.5,7.8,8.6,8.5,14,8,6.1,7.5,10.65155,5.633713,7.266223,6.330304,8.941994,9.6976,8.941994,-20.869016,-53.06452,-84.75644
2025/04/03 17:30:00.987,n,5.7,7.8,6.6,7.8,8.5,8.4,13.9,8,7.5,7.5,14.887204,10.456072,11.611016,12.708222,12.884378,13.60202,13.734274,-14.577602,-51.366536,-89.59116
2025/04/03 18:00:01.052,n,5.5,7.8,6.6,7.7,8.5,8.3,13.9,7.9,6.1,7.5,12.629492,8.746524,9.43326,15.880466,10.63198,11.083158,10.34868,-18.5923,-55.049936,-93.310848
2025/04/03 18:30:01.770,n,5.6,7.7,6.5,7.7,8.5,8.2,14.3,7.8,6.1,7.5,14.34577,11.611268,12.43331,21.703668,12.344218,13.332468,12.344218,-14.846302,-51.070944,-95.854632
2025/04/03 19:00:01.784,n,5.7,7.7,6.6,7.5,8.5,8,14.2,7.7,6.2,7.4,12.939122,11.044842,10.003896,16.21475,11.231836,10.562538,11.231836,-19.989636,-58.137472,-108.39854
2025/04/03 19:30:00.984,n,5.5,7.5,6.5,7.4,8.5,7.8,14,7.6,7.5,7.3,7.285788,5.637215,5.380817,4.028678,6.434053,5.530382,5.584155,-24.007736,-62.393072,-120.13932
2025/04/03 20:00:00.970,n,5.6,7.4,6.4,7.3,8.5,7.7,14,7.4,7.5,7.2,5.59997,4.789628,4.025814,3.731399,4.744546,4.137715,4.45359,-34.015132,-71.453416,-135.41292
2025/04/03 20:30:00.988,n,5.5,7.3,6.6,7.1,8.4,7.5,13.8,7.3,6.1,7.1,4.486403,4.518371,3.235683,1.133359,4.192543,2.483909,3.357958,-18.864646,-57.040988,-131.0833
2025/04/03 21:00:00.990,n,5.6,7.2,6.6,7,8.5,7.4,13.8,7.1,6.2,7,6.73656,6.784562,5.664406,7.797823,6.720702,5.260712,5.602818,-26.874354,-64.150032,-145.80812
2025/04/03 21:30:01.775,n,5.5,7,6.4,6.9,8.5,7.2,13.9,7,7.3,6.9,6.746993,7.645314,5.947418,17.08463,7.01441,5.278603,6.172169,-25.152658,-64.377884,-161.67032
2025/04/03 22:00:00.980,n,5.4,6.9,6.4,6.7,8.5,7,14,6.9,7.4,6.8,5.892332,6.498571,4.845455,4.90053,5.319519,4.153593,5.319519,-21.54654,-59.276472,-176.43034
2025/04/03 22:30:00.980,n,5.5,6.7,6.6,6.6,8.4,6.9,13.8,6.7,6.1,6.7,3.922665,5.365113,3.497946,1.129781,4.480029,2.199902,3.630131,-40.008316,-75.285752,-206.25964
2025/04/03 23:00:00.971,n,5.4,6.6,6.4,6.5,8.5,6.8,13.9,6.6,6.1,6.5,4.751544,6.029849,3.763551,12.837372,4.740359,2.753461,4.181417,-33.89494,-70.927216,-217.7943
