"Timestamp","TZ","TA_1_1_1","RH_1_1_1","PPFD_BC_IN_1_1_1","PPFD_BC_IN_1_1_1_SD","PPFD_BC_IN_1_1_2","PPFD_BC_IN_1_1_2_SD","TS_6_1_1","TS_6_2_1","TS_7_1_1","TS_7_2_1","TS_8_1_1","TS_8_2_1","TS_9_1_1","TS_9_2_1","TS_10_1_1","TS_10_2_1","P_1_2_1","P_1_3_1","P_1_4_1","1160CV","1038CV","1161CV"
2025/06/15 23:46:00.911,n,20.262702,33.937604,0.000104,1.850162e-05,-8.743126e-05,5.387908e-06,15.44535,15.183904,14.791298,14.592462,15.549922,15.54272,16.338704,15.676192,14.76963,14.425928,0,0,0,0,0,0
2025/06/15 23:47:00.914,n,20.290534,33.985212,0.000131,1.789389e-05,-7.124785e-05,7.094205e-06,15.44103,15.183904,14.79415,14.57943,15.547006,15.54272,16.333064,15.664538,14.76963,14.411494,0,0,0,0,0,0
2025/06/15 23:48:00.913,n,20.274178,34.145172,0.000115,1.976156e-05,-8.208629e-05,5.341067e-06,15.439562,15.170818,14.781098,14.577964,15.542622,15.54272,16.333064,15.666054,14.778102,14.418728,0,0,0,0,0,0
2025/06/15 23:49:00.915,n,20.277446,34.438192,0.000141,1.619987e-05,-8.208629e-05,5.426017e-06,15.436646,15.173736,14.788398,14.575112,15.54122,15.54272,16.333064,15.66167,14.775282,14.418728,0,0,0,0,0,0
2025/06/15 23:50:00.917,n,20.23492,34.226816,0.000125,1.082963e-05,-9.292472e-05,3.880341e-06,15.430894,15.163534,14.786916,14.569312,15.53687,15.54272,16.330294,15.664538,14.775282,14.41731,0,0,0,0,0,0
2025/06/15 23:51:00.921,n,20.25943,34.325396,0.000125,1.146541e-05,-7.659283e-05,5.4061e-06,15.438098,15.176652,14.792748,14.573646,15.547006,15.539966,16.32749,15.664538,14.772482,14.427396,0,0,0,0,0,0
2025/06/15 23:52:00.908,n,20.264362,34.482524,0.000125,8.217977e-06,-9.292472e-05,4.836164e-06,15.433796,15.169352,14.772366,14.585228,15.519416,15.54557,16.32749,15.657304,14.76963,14.405694,0,0,0,0,0,0
2025/06/15 23:53:00.908,n,20.246346,34.591804,0.000136,8.513626e-06,-9.82697e-05,5.686432e-06,15.422144,15.166434,14.773768,14.573646,15.516532,15.539966,16.32749,15.655836,14.772482,14.408578,0,0,0,0,0,0
2025/06/15 23:54:00.908,n,20.218514,34.902108,0.000125,7.6975e-06,-9.82697e-05,4.425073e-06,15.425094,15.1592,14.768016,14.573646,15.51363,15.539966,16.330294,15.652952,14.783738,14.402794,0,0,0,0,0,0
2025/06/15 23:55:00.913,n,20.210358,34.941264,0.000104,8.272816e-06,-9.82697e-05,5.505611e-06,15.423626,15.1592,14.765132,14.572196,15.512178,15.537114,16.32749,15.651516,14.775282,14.402794,0,0,0,0,0,0
2025/06/15 23:56:00.913,n,20.1629,35.079304,0.00012,1.395763e-05,-0.000109,5.828192e-06,15.410506,15.160684,14.75925,14.562062,15.512178,15.539966,16.324686,15.651516,14.775282,14.402794,0,0,0,0,0,0
2025/06/15 23:57:00.915,n,20.125252,35.121884,0.00011,1.08239e-05,-0.000115,2.801245e-06,15.41489,15.153382,14.757834,14.554796,15.51363,15.548358,16.330294,15.647134,14.783738,14.40426,0,0,0,0,0,0
2025/06/15 23:58:00.917,n,20.064656,35.363628,0.000115,9.92234e-06,-0.000126,7.952008e-06,15.407656,15.147582,14.757834,14.550478,15.509278,15.539966,16.333064,15.644282,14.780888,14.398462,0,0,0,0,0,0
2025/06/15 23:59:00.918,n,20.025348,35.545712,9.38689e-05,8.61327e-06,-0.00012,8.010603e-06,15.403272,15.147582,14.7549,14.54036,15.512178,15.54272,16.319046,15.635578,14.780888,14.401344,0,0,0,0,0,0
2025/06/16 00:00:00.921,n,20.080212,35.421076,0.000257,2.22461e-05,4.862448e-06,4.902003e-06,15.41921,15.150498,14.760748,14.553476,15.523734,15.466452,16.242598,15.648568,14.704718,14.414524,0,0,0,0,0,0
2025/06/16 00:01:00.910,n,20.060536,34.991972,0.000231,4.003536e-05,4.301967e-05,3.172125e-05,15.436646,15.170818,14.76945,14.579558,15.517948,15.438308,16.220172,15.670342,14.676612,14.42034,0,0,0,0,0,0
2025/06/16 00:02:00.911,n,20.114636,35.22874,0.000226,1.90659e-05,2.134281e-05,7.31736e-06,15.423594,15.165,14.756366,14.576676,15.513598,15.443948,16.22294,15.657304,14.682218,14.399992,0,0,0,0,0,0
2025/06/16 00:03:00.916,n,20.112976,35.140216,0.000236,2.32315e-05,1.03559e-05,4.349675e-06,15.410506,15.154818,14.749068,14.563624,15.515032,15.45529,16.22578,15.642782,14.687774,14.410142,0,0,0,0,0,0
2025/06/16 00:04:00.914,n,20.09496,35.169124,0.000189,2.880742e-05,-1.132097e-05,8.276568e-06,15.404738,15.150498,14.744748,14.553476,15.512116,15.460814,16.22858,15.642782,14.699114,14.39859,0,0,0,0,0,0
2025/06/16 00:05:00.914,n,20.10316,35.368344,0.000194,2.208021e-05,-5.975986e-06,4.868639e-06,15.403272,15.151916,14.741832,14.55491,15.506362,15.452406,16.234188,15.635482,14.69636,14.39859,0,0,0,0,0,0
2025/06/16 00:06:00.916,n,20.070446,35.220244,0.000194,1.985782e-05,-2.780132e-05,9.420502e-06,15.396038,15.1563,14.747664,14.562176,15.501978,15.460814,16.236992,15.631194,14.701964,14.392824,0,0,0,0,0,0
2025/06/16 00:07:00.920,n,20.057362,35.448372,0.000179,2.112785e-05,-2.21594e-05,4.876765e-06,15.393056,15.141764,14.743332,14.547708,15.503446,15.46365,16.234188,15.634048,14.704718,14.402908,0,0,0,0,0,0
2025/06/16 00:08:00.920,n,20.07367,35.344464,0.000205,2.107385e-05,-3.314631e-05,7.547673e-06,15.38582,15.119964,14.735984,14.536124,15.491858,15.46365,16.239828,15.615192,14.704718,14.388442,0,0,0,0,0,0
2025/06/16 00:09:00.922,n,20.047452,35.468732,0.000163,1.411877e-05,-4.947819e-05,4.88986e-06,15.38582,15.125764,14.728718,14.528858,15.500562,15.460814,16.236992,15.618092,14.710356,14.399992,0,0,0,0,0,0
2025/06/16 00:10:00.909,n,20.042518,35.59466,0.000152,2.19557e-05,-4.398474e-05,7.437999e-06,15.38582,15.115612,14.735984,14.536124,15.47007,15.46365,16.236992,15.622478,14.707602,14.379774,0,0,0,0,0,0
2025/06/16 00:11:00.911,n,20.016346,35.798664,0.000184,2.057419e-05,-5.482317e-05,5.733352e-06,15.3815,15.118528,14.719986,14.530342,15.472972,15.469304,16.236992,15.612274,14.710356,14.373944,0,0,0,0,0,0
2025/06/16 00:12:00.913,n,19.962292,36.146952,0.000173,1.632079e-05,-6.031662e-05,5.589823e-06,15.372766,15.117062,14.708334,14.534658,15.468588,15.472058,16.236992,15.60939,14.713206,14.369626,0,0,0,0,0,0
2025/06/16 00:13:00.913,n,19.939392,36.20472,0.000147,1.620888e-05,-5.482317e-05,4.889827e-06,15.3713,15.118528,14.715666,14.537576,15.478806,15.466452,16.23135,15.612274,14.701964,14.385592,0,0,0,0,0,0
2025/06/16 00:14:00.915,n,19.9017,36.3762,0.000136,1.565323e-05,-6.031662e-05,6.6105e-06,15.372766,15.118528,14.718566,14.527426,15.477304,15.46365,16.234188,15.607956,14.707602,14.387008,0,0,0,0,0,0
2025/06/16 00:15:00.917,n,19.895154,36.493244,0.00012,2.288655e-05,-8.214196e-05,1.436271e-05,15.353848,15.11126,14.7011,14.514424,15.46132,15.486072,16.253944,15.599254,14.724366,14.36671,0,0,0,0,0,0
2025/06/16 00:16:00.920,n,19.852578,36.559408,0.00012,1.26658e-05,-8.214196e-05,4.901834e-06,15.362582,15.10836,14.706902,14.508608,15.465686,15.474812,16.242598,15.587602,14.715992,14.362392,0,0,0,0,0,0
2025/06/16 00:17:00.924,n,19.849304,36.478008,0.000136,1.261567e-05,-8.214196e-05,5.707748e-06,15.356828,15.09961,14.709802,14.51299,15.468588,15.477664,16.239828,15.599254,14.724366,14.37686,0,0,0,0,0,0
2025/06/16 00:18:00.923,n,19.854138,36.630644,0.000142,1.225339e-05,-8.763542e-05,7.600851e-06,15.352444,15.093826,14.706902,14.501374,15.459884,15.477664,16.242598,15.593418,14.727218,14.36671,0,0,0,0,0,0
2025/06/16 00:19:00.911,n,19.83456,36.688312,0.00012,1.040199e-05,-0.000104,5.710916e-06,15.35968,15.093826,14.695284,14.515874,15.448266,15.474812,16.242598,15.590534,14.724366,14.358076,0,0,0,0,0,0
2025/06/16 00:20:00.912,n,19.845986,36.823956,0.000105,1.154205e-05,-9.847384e-05,6.488276e-06,15.355348,15.095228,14.689436,14.508608,15.44535,15.472058,16.242598,15.587602,14.718844,14.358076,0,0,0,0,0,0
2025/06/16 00:21:00.915,n,19.808338,36.69168,0.000115,8.549968e-06,-9.847384e-05,7.490808e-06,15.350964,15.09671,14.68652,14.514424,15.45265,15.474812,16.234188,15.590534,14.718844,14.356576,0,0,0,0,0,0
2025/06/16 00:22:00.917,n,19.832898,36.739192,0.000115,6.884741e-06,-0.000109,6.235144e-06,15.348062,15.092358,14.68652,14.51299,15.44535,15.480452,16.236992,15.584716,14.718844,14.358076,0,0,0,0,0,0
2025/06/16 00:23:00.920,n,19.845986,36.856088,9.939296e-05,1.008845e-05,-0.000109,7.084137e-06,15.333592,15.086526,14.687952,14.494142,15.44535,15.474812,16.245436,15.56586,14.724366,14.35226,0,0,0,0,0,0
2025/06/16 00:24:00.924,n,19.845986,36.65096,0.000115,6.061159e-06,-0.000104,5.951029e-06,15.340794,15.090908,14.683636,14.494142,15.446832,15.483302,16.23135,15.576046,14.727218,14.356576,0,0,0,0,0,0
2025/06/16 00:25:00.921,n,19.80502,36.517024,0.00011,1.077857e-05,-0.000109,7.411835e-06,15.33936,15.074908,14.68652,14.488374,15.438114,15.474812,16.236992,15.564396,14.721612,14.350778,0,0,0,0,0,0
2025/06/16 00:26:00.923,n,19.8558,36.659456,9.393176e-05,9.289568e-06,-0.000126,5.884554e-06,15.320506,15.067624,14.680718,14.485474,15.44103,15.483302,16.236992,15.557126,14.727218,14.34496,0,0,0,0,0,0
2025/06/16 00:27:00.925,n,19.885712,37.052928,0.000184,1.198707e-05,-1.67193e-05,5.415131e-06,15.360658,15.112156,14.720896,14.522798,15.476802,15.435392,16.191938,15.600198,14.682252,14.388084,0,0,0,0,0,0
2025/06/16 00:28:00.916,n,19.934834,37.825828,0.000194,1.360373e-05,-1.137432e-05,5.827988e-06,15.372278,15.115058,14.719462,14.529966,15.472514,15.435392,16.183544,15.608932,14.676532,14.38375,0,0,0,0,0,0
2025/06/16 00:29:00.915,n,20.01999,37.681492,0.00021,1.041751e-05,-1.67193e-05,5.859525e-06,15.376628,15.10924,14.717996,14.528532,15.465246,15.432638,16.189152,15.619118,14.673762,14.393868,0,0,0,0,0,0
2025/06/16 00:30:00.916,n,20.101876,36.744528,0.000189,1.711926e-05,-2.221276e-05,5.736502e-06,15.365042,15.118006,14.707782,14.531384,15.468132,15.432638,16.180694,15.603116,14.676532,14.377968,0,0,0,0,0,0
2025/06/16 00:31:00.914,n,20.129708,37.135936,0.000242,3.1628e-05,3.227635e-05,3.272041e-05,15.383896,15.132478,14.726696,14.54735,15.476802,15.39325,16.146936,15.624872,14.64002,14.401134,0,0,0,0,0,0
2025/06/16 00:32:00.919,n,20.147724,36.903856,0.000216,2.109273e-05,1.594447e-05,6.873221e-06,15.376628,15.118006,14.720896,14.531384,15.479718,15.404592,16.16379,15.606016,14.654032,14.396784,0,0,0,0,0,0
2025/06/16 00:33:00.920,n,20.160808,36.629296,0.000216,1.820261e-05,1.059949e-05,8.56191e-06,15.360658,15.10924,14.717996,14.528532,15.469598,15.415738,16.158184,15.603116,14.659636,14.392402,0,0,0,0,0,0
2025/06/16 00:34:00.924,n,20.15588,37.841016,0.000194,1.665071e-05,-2.221276e-05,7.052678e-06,15.35916,15.122326,14.707782,14.514066,15.465246,15.426998,16.16656,15.591546,14.673762,14.389484,0,0,0,0,0,0
2025/06/16 00:35:00.923,n,20.22956,36.968256,0.000231,1.968296e-05,-2.755774e-05,1.068911e-05,15.365042,15.106356,14.707782,14.522798,15.465246,15.421378,16.16656,15.591546,14.670912,14.390984,0,0,0,0,0,0
